token,nre
life,O
and,O
the,O
patient,O
could,O
have,O
died,O
if,O
he,O
had,O
not,O
been,O
given,O
proper,O
treatment.,O
The,O
evidence,O
of,O
,O
Dr.,WITNESS
G.P.,WITNESS
Aggrawal,WITNESS
(PW-12),O
has,O
to,O
be,O
examined,O
in,O
the,O
light,O
of,O
the,O
testimony,O
of,O
injured,O
witness-,O
Raj,WITNESS
Kishan,WITNESS
(PW-6).,O
Even,O
though,O
use,O
of,O
fire,O
through,O
,O
pistol,WEAPONS
was,O
strongly,O
refuted,O
by,O
the,O
"appellants,",O
it,O
is,O
pointed,O
out,O
that,O
the,O
,O
pistol,WEAPONS
was,O
also,O
recovered,O
from,O
the,O
second,O
appellant.,O
(7),O
Having,O
regard,O
to,O
the,O
testimony,O
of,O
injured,O
witness-,O
Raj,WITNESS
Kishan,WITNESS
(PW-6),O
and,O
the,O
nature,O
of,O
the,O
"injuries,",O
in,O
our,O
view,O
the,O
conviction,O
under,O
,O
Section,LAW
307,LAW
I.P.C,LAW
.,O
is,O
justified,O
and,O
we,O
do,O
not,O
find,O
any,O
reason,O
to,O
modify,O
their,O
conviction,O
under,O
,O
Section,LAW
325,LAW
I.P.C.,LAW
Insofar,O
as,O
the,O
sentence,O
for,O
the,O
conviction,O
under,O
,O
Section,LAW
307,LAW
I.P.C,LAW
.,O
is,O
"concerned,",O
the,O
appellants,O
were,O
sentenced,O
to,O
undergo,O
imprisonment,O
for,O
seven,O
years.,O
Since,O
the,O
occurrence,O
was,O
of,O
the,O
year,O
2000,O
and,O
in,O
the,O
facts,O
and,O
circumstances,O
of,O
the,O
present,O
case,O
and,O
also,O
considering,O
the,O
age,O
of,O
the,O
appellants,O
at,O
4,O
the,O
time,O
of,O
the,O
"occurrence,",O
the,O
sentence,O
of,O
i,O
mprisonment,JUDGMENT
imposed,JUDGMENT
upon,JUDGMENT
them,JUDGMENT
is,JUDGMENT
reduced,JUDGMENT
to,JUDGMENT
five,JUDGMENT
years,JUDGMENT
.,O
(8),O
The,O
appeal,O
is,O
accordingly,O
disposed,O
of.,O
..........................J.,O
(,O
R.,JUDGE
BANUMATHI,JUDGE
),O
..........................J.,O
(,O
INDIRA,JUDGE
BANERJEE,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
",",O
,O
OCTOBER,DATE_OF_JUDGMENT
"10,",DATE_OF_JUDGMENT
2018,DATE_OF_JUDGMENT
".""",O
