token,nre
told,O
that,O
he,O
has,O
undergone,O
five,O
months,O
and,O
15,O
days,O
of,O
the,O
sentence,O
that,O
had,O
been,O
imposed,O
on,O
him.,O
We,O
find,O
that,O
the,O
ends,O
of,O
justice,O
require,O
that,O
this,O
appeal,O
should,O
be,O
allowed.,O
"We,",O
"accordingly,",O
set,O
aside,O
the,O
orders,O
of,O
the,O
courts,O
below.,O
The,O
appellant,O
is,O
ordered,O
to,O
be,O
acquitted.,O
He,O
is,O
said,O
to,O
be,O
in,O
custody.,O
He,O
shall,O
be,O
released,O
forthwith,O
if,O
not,O
wanted,O
in,O
connection,O
with,O
any,O
other,O
case.,O
........................J,O
[,O
HARJIT,JUDGE
SINGH,JUDGE
BEDI,JUDGE
],O
........................J,O
[,O
GYAN,JUDGE
SUDHA,JUDGE
MISRA,JUDGE
],O
,O
Crl.A.,CASE_NO
1441,CASE_NO
of,CASE_NO
2011,CASE_NO
@,CASE_NO
SLP(Crl),CASE_NO
4810,CASE_NO
of,CASE_NO
2011,CASE_NO
REPORTABLE,O
6,O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
O,
JULY,DATE_OF_JUDGMENT
"19,",DATE_OF_JUDGMENT
2011,DATE_OF_JUDGMENT
".""",O
