token,nre
SINGH,JUDGE
KHEHAR,JUDGE
),O
,O
NEW,LOC_OF_JUDGMENT
DELHI,LOC_OF_JUDGMENT
;,O
,O
MARCH,DATE_OF_JUDGMENT
"18,",DATE_OF_JUDGMENT
2013,DATE_OF_JUDGMENT
.,O
Page,O
"3""",O
